0.004191	-0.0061544	782.51
-0.026141	-0.036501	782.2
-0.056467	-0.066842	781.9
-0.086779	-0.09717	781.59
-0.11707	-0.12748	781.29
-0.14734	-0.15776	780.98
-0.17757	-0.18801	780.68
-0.20777	-0.21822	780.38
-0.23792	-0.24839	780.08
-0.26802	-0.27851	779.78
-0.29806	-0.30856	779.49
-0.32804	-0.33856	779.2
-0.35794	-0.36848	778.9
-0.38777	-0.39833	778.62
-0.41752	-0.4281	778.33
-0.44717	-0.45777	778.05
-0.47674	-0.48735	777.77
-0.5062	-0.51684	777.49
-0.53555	-0.54621	777.22
-0.56479	-0.57547	776.95
-0.59391	-0.60462	776.69
-0.6229	-0.63364	776.42
-0.65177	-0.66253	776.17
-0.6805	-0.69128	775.92
-0.70908	-0.7199	775.67
-0.73752	-0.74836	775.42
-0.76581	-0.77668	775.18
-0.79394	-0.80484	774.95
-0.82191	-0.83283	774.72
-0.84971	-0.86066	774.49
-0.87733	-0.88832	774.28
-0.90478	-0.9158	774.06
-0.93204	-0.94309	773.85
-0.95911	-0.9702	773.65
-0.986	-0.99711	773.45
-1.0127	-1.0238	773.25
-1.0392	-1.0503	773.06
-1.0654	-1.0767	772.88
-1.0915	-1.1028	772.7
-1.1174	-1.1286	772.53
-1.143	-1.1543	772.36
-1.1684	-1.1798	772.2
-1.1936	-1.205	772.04
-1.2185	-1.23	771.89
-1.2433	-1.2547	771.75
-1.2677	-1.2792	771.6
-1.292	-1.3035	771.47
-1.316	-1.3275	771.34
-1.3397	-1.3513	771.21
-1.3632	-1.3748	771.09
-1.3865	-1.3981	770.98
-1.4095	-1.4211	770.86
-1.4322	-1.4439	770.76
-1.4546	-1.4664	770.66
-1.4768	-1.4886	770.56
-1.4988	-1.5106	770.47
-1.5204	-1.5322	770.38
-1.5418	-1.5536	770.3
-1.5629	-1.5748	770.22
-1.5838	-1.5956	770.14
-1.6043	-1.6162	770.07
-1.6246	-1.6365	770
-1.6446	-1.6565	769.94
-1.6643	-1.6762	769.88
-1.6837	-1.6956	769.83
-1.7028	-1.7148	769.77
-1.7217	-1.7336	769.73
-1.7402	-1.7522	769.68
-1.7585	-1.7704	769.64
-1.7764	-1.7884	769.6
-1.7941	-1.8061	769.56
